timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1764782551897,598,HTTP Request,200,OK,Test Youtube 1-22,text,true,,717194,232,1,2,https://www.youtube.com/,147,0,89
1764782551897,147,HTTP Request-0,301,Moved Permanently,Test Youtube 1-22,text,true,,2137,114,1,2,https://youtube.com/,147,0,89
1764782552044,451,HTTP Request-1,200,OK,Test Youtube 1-22,text,true,,715057,118,1,2,https://www.youtube.com/,204,0,86
1764782551711,833,HTTP Request 1,200,OK,Test facebook 2-26,text,true,,73600,234,1,1,https://www.facebook.com/,291,0,89
1764782551711,291,HTTP Request 1-0,301,Moved Permanently,Test facebook 2-26,text,true,,498,115,1,1,https://facebook.com/,291,0,89
1764782552003,541,HTTP Request 1-1,200,OK,Test facebook 2-26,text,true,,73102,119,1,1,https://www.facebook.com/,441,0,89
1764782552711,798,HTTP Request 1,200,OK,Test facebook 2-27,text,true,,73313,234,1,2,https://www.facebook.com/,262,0,65
1764782552711,262,HTTP Request 1-0,301,Moved Permanently,Test facebook 2-27,text,true,,498,115,1,2,https://facebook.com/,262,0,65
1764782552973,536,HTTP Request 1-1,200,OK,Test facebook 2-27,text,true,,72815,119,1,2,https://www.facebook.com/,434,0,89
1764782553098,594,HTTP Request,200,OK,Test Youtube 1-23,text,true,,715016,232,1,1,https://www.youtube.com/,128,0,72
1764782553098,128,HTTP Request-0,301,Moved Permanently,Test Youtube 1-23,text,true,,2137,114,1,1,https://youtube.com/,128,0,72
