timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1764782553227,465,HTTP Request-1,200,OK,Test Youtube 1-23,text,true,,712879,118,1,1,https://www.youtube.com/,225,0,90
1764782553711,767,HTTP Request 1,200,OK,Test facebook 2-28,text,true,,73310,234,1,2,https://www.facebook.com/,265,0,67
1764782553711,265,HTTP Request 1-0,301,Moved Permanently,Test facebook 2-28,text,true,,498,115,1,2,https://facebook.com/,265,0,67
1764782553976,502,HTTP Request 1-1,200,OK,Test facebook 2-28,text,true,,72812,119,1,2,https://www.facebook.com/,399,0,91
1764782554297,537,HTTP Request,200,OK,Test Youtube 1-24,text,true,,715409,232,1,2,https://www.youtube.com/,157,0,98
1764782554297,157,HTTP Request-0,301,Moved Permanently,Test Youtube 1-24,text,true,,1591,114,1,2,https://youtube.com/,157,0,98
1764782554455,379,HTTP Request-1,200,OK,Test Youtube 1-24,text,true,,713818,118,1,2,https://www.youtube.com/,198,0,66
1764782554711,769,HTTP Request 1,200,OK,Test facebook 2-29,text,true,,73340,234,1,1,https://www.facebook.com/,266,0,67
1764782554711,266,HTTP Request 1-0,301,Moved Permanently,Test facebook 2-29,text,true,,498,115,1,1,https://facebook.com/,266,0,67
1764782554977,503,HTTP Request 1-1,200,OK,Test facebook 2-29,text,true,,72842,119,1,1,https://www.facebook.com/,431,0,71
1764782555498,569,HTTP Request,200,OK,Test Youtube 1-25,text,true,,716672,232,1,2,https://www.youtube.com/,116,0,67
1764782555498,116,HTTP Request-0,301,Moved Permanently,Test Youtube 1-25,text,true,,1561,114,1,2,https://youtube.com/,116,0,67
1764782555614,453,HTTP Request-1,200,OK,Test Youtube 1-25,text,true,,715111,118,1,2,https://www.youtube.com/,211,0,87
1764782555712,799,HTTP Request 1,200,OK,Test facebook 2-30,text,true,,73299,234,1,1,https://www.facebook.com/,262,0,66
1764782555712,262,HTTP Request 1-0,301,Moved Permanently,Test facebook 2-30,text,true,,498,115,1,1,https://facebook.com/,262,0,66
1764782555974,537,HTTP Request 1-1,200,OK,Test facebook 2-30,text,true,,72801,119,1,1,https://www.facebook.com/,436,0,90
1764782556698,581,HTTP Request,200,OK,Test Youtube 1-26,text,true,,717789,232,1,1,https://www.youtube.com/,112,0,67
1764782556698,112,HTTP Request-0,301,Moved Permanently,Test Youtube 1-26,text,true,,1561,114,1,1,https://youtube.com/,112,0,67
1764782556811,468,HTTP Request-1,200,OK,Test Youtube 1-26,text,true,,716228,118,1,1,https://www.youtube.com/,221,0,90
1764782557897,483,HTTP Request,200,OK,Test Youtube 1-27,text,true,,718832,232,1,1,https://www.youtube.com/,123,0,70
1764782557897,123,HTTP Request-0,301,Moved Permanently,Test Youtube 1-27,text,true,,1591,114,1,1,https://youtube.com/,123,0,70
